OccupationalGrade,OccupationalCode,OccupationalTitle,EstimatedEmployment2008,ProjectedEmployment2018,NetChange20082018,PercentChange20082018,MeanAnnualWages2008,EntryAnnualWages2008,ExperiencedAnnualWages2008,20082018OpeningsGrowth,20082018OpeningsReplacement,20082018OpeningsTotal,AnnualOpeningsGrowth,AnnualOpeningsReplacement,AnnualOpeningsTotal,EducationTrainingRequired,WIARegion
D-,27-4099,"Media and Communication Equipment Workers, All Other",30,30,-1,-2.94%,$56510.00,$31000.00,$69270.00,0,8,8,0,1,1,Moderate-term on-the-job training,Kansas City Metro
D-,27-4099,"Media and Communication Equipment Workers, All Other",10,10,0,0%,$56510.00,$31000.00,$69270.00,0,3,3,0,0,0,Moderate-term on-the-job training,Central
D-,27-4099,"Media and Communication Equipment Workers, All Other",9,9,0,0%,$56510.00,$31000.00,$69270.00,0,2,2,0,0,0,Moderate-term on-the-job training,Ozark
D-,27-4099,"Media and Communication Equipment Workers, All Other",0,0,0,0%,$56510.00,$31000.00,$69270.00,0,0,0,0,0,0,Moderate-term on-the-job training,Northeast
D+,27-4032,Film and Video Editors,27,29,2,7.41%,$41190.00,$22130.00,$50720.00,2,7,9,0,1,1,Bachelor's degree,Ozark
F+,27-4032,Film and Video Editors,120,120,1,0.83%,$41190.00,$22130.00,$50720.00,1,30,31,0,3,3,Bachelor's degree,St. Louis Metro
B-,27-4032,Film and Video Editors,10,10,2,33.33%,$41190.00,$22130.00,$50720.00,2,1,3,0,0,0,Bachelor's degree,South Central
B-,27-4032,Film and Video Editors,30,40,5,16.67%,$41190.00,$22130.00,$50720.00,5,7,12,1,1,2,Bachelor's degree,Central
D+,27-4032,Film and Video Editors,10,10,1,10%,$41190.00,$22130.00,$50720.00,1,2,3,0,0,0,Bachelor's degree,Northeast
F+,27-4032,Film and Video Editors,10,10,0,0%,$41190.00,$22130.00,$50720.00,0,2,2,0,0,0,Bachelor's degree,Northwest
D+,27-4032,Film and Video Editors,10,10,1,8.33%,$41190.00,$22130.00,$50720.00,1,3,4,0,0,0,Bachelor's degree,Southeast
F+,27-4032,Film and Video Editors,10,10,0,0%,$41190.00,$22130.00,$50720.00,0,3,3,0,0,0,Bachelor's degree,Southwest
F+,27-4032,Film and Video Editors,10,10,-1,-11.11%,$41190.00,$22130.00,$50720.00,0,2,2,0,0,0,Bachelor's degree,West Central
D+,27-4032,Film and Video Editors,60,60,3,5.36%,$41190.00,$22130.00,$50720.00,3,14,17,0,1,1,Bachelor's degree,Kansas City Metro
D+,27-4031,"Camera Operators, Television, Video, and Motion Picture",75,82,7,9.33%,$39850.00,$21250.00,$49150.00,7,18,25,1,2,3,Postsecondary vocational award,Ozark
F+,27-4031,"Camera Operators, Television, Video, and Motion Picture",10,10,0,0%,$39850.00,$21250.00,$49150.00,0,3,3,0,0,0,Postsecondary vocational award,Northwest
D+,27-4031,"Camera Operators, Television, Video, and Motion Picture",20,20,1,5.26%,$39850.00,$21250.00,$49150.00,1,5,6,0,1,1,Postsecondary vocational award,Southwest
F+,27-4031,"Camera Operators, Television, Video, and Motion Picture",20,20,-1,-5%,$39850.00,$21250.00,$49150.00,0,5,5,0,1,1,Postsecondary vocational award,Northeast
F+,27-4031,"Camera Operators, Television, Video, and Motion Picture",10,10,0,0%,$39850.00,$21250.00,$49150.00,0,2,2,0,0,0,Postsecondary vocational award,South Central
D+,27-4031,"Camera Operators, Television, Video, and Motion Picture",130,140,10,7.75%,$39850.00,$21250.00,$49150.00,10,32,42,1,3,4,Postsecondary vocational award,Kansas City Metro
D+,27-4031,"Camera Operators, Television, Video, and Motion Picture",240,250,8,3.38%,$39850.00,$21250.00,$49150.00,8,58,66,1,6,7,Postsecondary vocational award,St. Louis Metro
D+,27-4031,"Camera Operators, Television, Video, and Motion Picture",20,20,1,4.35%,$39850.00,$21250.00,$49150.00,1,6,7,0,1,1,Postsecondary vocational award,Southeast
F+,27-4031,"Camera Operators, Television, Video, and Motion Picture",10,10,-1,-7.14%,$39850.00,$21250.00,$49150.00,0,3,3,0,0,0,Postsecondary vocational award,West Central
D+,27-4031,"Camera Operators, Television, Video, and Motion Picture",60,60,4,7.14%,$39850.00,$21250.00,$49150.00,4,14,18,0,1,1,Postsecondary vocational award,Central
D+,27-4021,Photographers,930,970,40,4.29%,$34600.00,$17060.00,$43370.00,40,186,226,4,19,23,Long-term on-the-job training,Kansas City Metro
D+,27-4021,Photographers,277,288,11,3.97%,$34600.00,$17060.00,$43370.00,11,55,66,1,6,7,Long-term on-the-job training,Ozark
C,27-4021,Photographers,110,110,4,3.74%,$34600.00,$17060.00,$43370.00,4,21,25,0,2,2,Long-term on-the-job training,Northeast
C,27-4021,Photographers,120,120,3,2.59%,$34600.00,$17060.00,$43370.00,3,23,26,0,2,2,Long-term on-the-job training,Southeast
D+,27-4021,Photographers,1550,1550,0,0%,$34600.00,$17060.00,$43370.00,0,310,310,0,31,31,Long-term on-the-job training,St. Louis Metro
C,27-4021,Photographers,110,110,5,4.67%,$34600.00,$17060.00,$43370.00,5,21,26,1,2,3,Long-term on-the-job training,Northwest
C,27-4021,Photographers,310,330,22,7.1%,$34600.00,$17060.00,$43370.00,22,62,84,2,6,8,Long-term on-the-job training,Central
C,27-4021,Photographers,110,120,6,5.31%,$34600.00,$17060.00,$43370.00,6,23,29,1,2,3,Long-term on-the-job training,West Central
C,27-4021,Photographers,90,100,4,4.4%,$34600.00,$17060.00,$43370.00,4,18,22,0,2,2,Long-term on-the-job training,South Central
C,27-4021,Photographers,120,120,1,0.81%,$34600.00,$17060.00,$43370.00,1,25,26,0,3,3,Long-term on-the-job training,Southwest
F+,27-4014,Sound Engineering Technicians,10,10,0,0%,$42150.00,$25540.00,$50450.00,0,2,2,0,0,0,Postsecondary vocational award,Southeast
F+,27-4014,Sound Engineering Technicians,10,10,0,0%,$42150.00,$25540.00,$50450.00,0,4,4,0,0,0,Postsecondary vocational award,Central
F+,27-4014,Sound Engineering Technicians,60,60,0,0%,$42150.00,$25540.00,$50450.00,0,19,19,0,2,2,Postsecondary vocational award,St. Louis Metro
B-,27-4014,Sound Engineering Technicians,0,0,1,33.33%,$42150.00,$25540.00,$50450.00,1,1,2,0,0,0,Postsecondary vocational award,Northeast
F+,27-4014,Sound Engineering Technicians,0,0,0,0%,$42150.00,$25540.00,$50450.00,0,1,1,0,0,0,Postsecondary vocational award,Southwest
D+,27-4014,Sound Engineering Technicians,0,0,0,0%,$42150.00,$25540.00,$50450.00,0,1,1,0,0,0,Postsecondary vocational award,West Central
C,27-4014,Sound Engineering Technicians,30,40,3,9.09%,$42150.00,$25540.00,$50450.00,3,10,13,0,1,1,Postsecondary vocational award,Kansas City Metro
F+,27-4014,Sound Engineering Technicians,15,15,0,0%,$42150.00,$25540.00,$50450.00,0,5,5,0,1,1,Postsecondary vocational award,Ozark
F+,27-4014,Sound Engineering Technicians,0,0,0,0%,$42150.00,$25540.00,$50450.00,0,1,1,0,0,0,Postsecondary vocational award,Northwest
F+,27-4012,Broadcast Technicians,30,30,-3,-10%,$30960.00,$19600.00,$36640.00,0,9,9,0,1,1,Associate degree,Northwest
D+,27-4012,Broadcast Technicians,40,40,0,0%,$30960.00,$19600.00,$36640.00,0,13,13,0,1,1,Associate degree,Northeast
F,27-4012,Broadcast Technicians,84,84,0,0%,$30960.00,$19600.00,$36640.00,0,25,25,0,3,3,Associate degree,Ozark
F+,27-4012,Broadcast Technicians,60,60,-1,-1.79%,$30960.00,$19600.00,$36640.00,0,17,17,0,2,2,Associate degree,Southeast
F+,27-4012,Broadcast Technicians,170,170,5,3.03%,$30960.00,$19600.00,$36640.00,5,50,55,1,5,6,Associate degree,Kansas City Metro
F+,27-4012,Broadcast Technicians,20,20,0,0%,$30960.00,$19600.00,$36640.00,0,6,6,0,1,1,Associate degree,South Central
F,27-4012,Broadcast Technicians,110,110,2,1.8%,$30960.00,$19600.00,$36640.00,2,34,36,0,3,3,Associate degree,Central
F+,27-4012,Broadcast Technicians,30,20,-4,-16%,$30960.00,$19600.00,$36640.00,0,8,8,0,1,1,Associate degree,West Central
F+,27-4012,Broadcast Technicians,400,410,10,2.48%,$30960.00,$19600.00,$36640.00,10,122,132,1,12,13,Associate degree,St. Louis Metro
D+,27-4012,Broadcast Technicians,50,50,3,6%,$30960.00,$19600.00,$36640.00,3,15,18,0,2,2,Associate degree,Southwest
D+,27-4011,Audio and Video Equipment Technicians,40,40,1,2.7%,$40200.00,$22050.00,$49270.00,1,11,12,0,1,1,Long-term on-the-job training,South Central
C,27-4011,Audio and Video Equipment Technicians,60,70,5,7.94%,$40200.00,$22050.00,$49270.00,5,19,24,1,2,3,Long-term on-the-job training,Southeast
C,27-4011,Audio and Video Equipment Technicians,50,50,1,2.22%,$40200.00,$22050.00,$49270.00,1,14,15,0,1,1,Long-term on-the-job training,West Central
B+,27-4011,Audio and Video Equipment Technicians,50,60,6,11.54%,$40200.00,$22050.00,$49270.00,6,16,22,1,2,3,Long-term on-the-job training,Southwest
C,27-4011,Audio and Video Equipment Technicians,201,221,20,9.95%,$40200.00,$22050.00,$49270.00,20,61,81,2,6,8,Long-term on-the-job training,Ozark
C,27-4011,Audio and Video Equipment Technicians,40,50,2,4.55%,$40200.00,$22050.00,$49270.00,2,13,15,0,1,1,Long-term on-the-job training,Northeast
D+,27-4011,Audio and Video Equipment Technicians,40,40,2,5.13%,$40200.00,$22050.00,$49270.00,2,12,14,0,1,1,Long-term on-the-job training,Northwest
B+,27-4011,Audio and Video Equipment Technicians,150,170,16,10.67%,$40200.00,$22050.00,$49270.00,16,45,61,2,5,7,Long-term on-the-job training,Central
C,27-4011,Audio and Video Equipment Technicians,690,710,25,3.63%,$40200.00,$22050.00,$49270.00,25,208,233,3,21,24,Long-term on-the-job training,St. Louis Metro
C,27-4011,Audio and Video Equipment Technicians,370,400,29,7.9%,$40200.00,$22050.00,$49270.00,29,111,140,3,11,14,Long-term on-the-job training,Kansas City Metro
D-,27-3099,"Media and Communication Workers, All Other",10,10,0,0%,$47720.00,$22150.00,$60500.00,0,1,1,0,0,0,Long-term on-the-job training,Southwest
D-,27-3099,"Media and Communication Workers, All Other",60,60,0,0%,$47720.00,$22150.00,$60500.00,0,14,14,0,1,1,Long-term on-the-job training,St. Louis Metro
B,27-3099,"Media and Communication Workers, All Other",10,10,1,10%,$47720.00,$22150.00,$60500.00,1,2,3,0,0,0,Long-term on-the-job training,Central
D-,27-3099,"Media and Communication Workers, All Other",10,10,0,0%,$47720.00,$22150.00,$60500.00,0,2,2,0,0,0,Long-term on-the-job training,Ozark
C,27-3099,"Media and Communication Workers, All Other",0,0,0,0%,$47720.00,$22150.00,$60500.00,0,0,0,0,0,0,Long-term on-the-job training,West Central
D-,27-3099,"Media and Communication Workers, All Other",0,0,0,0%,$47720.00,$22150.00,$60500.00,0,0,0,0,0,0,Long-term on-the-job training,Northwest
D+,27-3099,"Media and Communication Workers, All Other",30,30,1,3.45%,$47720.00,$22150.00,$60500.00,1,7,8,0,1,1,Long-term on-the-job training,Kansas City Metro
B,27-3099,"Media and Communication Workers, All Other",0,0,1,50%,$47720.00,$22150.00,$60500.00,1,0,1,0,0,0,Long-term on-the-job training,Northeast
D-,27-3099,"Media and Communication Workers, All Other",0,0,0,0%,$47720.00,$22150.00,$60500.00,0,1,1,0,0,0,Long-term on-the-job training,Southeast
B-,27-3091,Interpreters and Translators,30,40,6,20%,$42160.00,$26250.00,$50110.00,6,7,13,1,1,2,Long-term on-the-job training,Southwest
B-,27-3091,Interpreters and Translators,280,320,40,14.23%,$42160.00,$26250.00,$50110.00,40,67,107,4,7,11,Long-term on-the-job training,St. Louis Metro
C,27-3091,Interpreters and Translators,30,30,4,14.81%,$42160.00,$26250.00,$50110.00,4,6,10,0,1,1,Long-term on-the-job training,Northeast
B-,27-3091,Interpreters and Translators,90,100,13,14.94%,$42160.00,$26250.00,$50110.00,13,21,34,1,2,3,Long-term on-the-job training,Central
B-,27-3091,Interpreters and Translators,140,170,22,15.28%,$42160.00,$26250.00,$50110.00,22,34,56,2,3,5,Long-term on-the-job training,Kansas City Metro
C,27-3091,Interpreters and Translators,60,72,12,20%,$42160.00,$26250.00,$50110.00,12,14,26,1,1,2,Long-term on-the-job training,Ozark
D+,27-3091,Interpreters and Translators,20,20,2,9.52%,$42160.00,$26250.00,$50110.00,2,5,7,0,1,1,Long-term on-the-job training,South Central
B+,27-3091,Interpreters and Translators,30,40,4,12.12%,$42160.00,$26250.00,$50110.00,4,8,12,0,1,1,Long-term on-the-job training,West Central
B-,27-3091,Interpreters and Translators,40,40,6,15.79%,$42160.00,$26250.00,$50110.00,6,9,15,1,1,2,Long-term on-the-job training,Southeast
C,27-3091,Interpreters and Translators,30,30,3,10%,$42160.00,$26250.00,$50110.00,3,7,10,0,1,1,Long-term on-the-job training,Northwest
B+,27-3043,Writers and Authors,110,120,10,8.85%,$51870.00,$30490.00,$62570.00,10,24,34,1,2,3,Bachelor's degree,South Central
A-,27-3043,Writers and Authors,380,420,40,10.64%,$51870.00,$30490.00,$62570.00,40,79,119,4,8,12,Bachelor's degree,Central
B+,27-3043,Writers and Authors,140,150,11,7.97%,$51870.00,$30490.00,$62570.00,11,29,40,1,3,4,Bachelor's degree,Northeast
B+,27-3043,Writers and Authors,390,425,35,8.97%,$51870.00,$30490.00,$62570.00,35,82,117,4,8,12,Bachelor's degree,Ozark
B+,27-3043,Writers and Authors,160,170,12,7.74%,$51870.00,$30490.00,$62570.00,12,32,44,1,3,4,Bachelor's degree,Southeast
B+,27-3043,Writers and Authors,170,180,12,7.14%,$51870.00,$30490.00,$62570.00,12,35,47,1,4,5,Bachelor's degree,West Central
A-,27-3043,Writers and Authors,1330,1430,105,7.9%,$51870.00,$30490.00,$62570.00,105,278,383,11,28,39,Bachelor's degree,St. Louis Metro
A-,27-3043,Writers and Authors,160,170,12,7.69%,$51870.00,$30490.00,$62570.00,12,33,45,1,3,4,Bachelor's degree,Southwest
B+,27-3043,Writers and Authors,150,150,9,6.21%,$51870.00,$30490.00,$62570.00,9,30,39,1,3,4,Bachelor's degree,Northwest
A-,27-3043,Writers and Authors,900,980,79,8.81%,$51870.00,$30490.00,$62570.00,79,188,267,8,19,27,Bachelor's degree,Kansas City Metro
B,27-3042,Technical Writers,10,10,2,22.22%,$54990.00,$37510.00,$63740.00,2,1,3,0,0,0,Bachelor's degree,West Central
C,27-3042,Technical Writers,10,10,1,9.09%,$54990.00,$37510.00,$63740.00,1,2,3,0,0,0,Bachelor's degree,South Central
C,27-3042,Technical Writers,50,50,3,6%,$54990.00,$37510.00,$63740.00,3,8,11,0,1,1,Bachelor's degree,Central
B,27-3042,Technical Writers,20,20,5,26.32%,$54990.00,$37510.00,$63740.00,5,3,8,1,0,1,Bachelor's degree,Southeast
B,27-3042,Technical Writers,160,180,16,9.88%,$54990.00,$37510.00,$63740.00,16,26,42,2,3,5,Bachelor's degree,Kansas City Metro
C,27-3042,Technical Writers,41,44,3,7.32%,$54990.00,$37510.00,$63740.00,3,7,10,0,1,1,Bachelor's degree,Ozark
C,27-3042,Technical Writers,310,320,14,4.55%,$54990.00,$37510.00,$63740.00,14,50,64,1,5,6,Bachelor's degree,St. Louis Metro
B,27-3042,Technical Writers,10,10,2,16.67%,$54990.00,$37510.00,$63740.00,2,2,4,0,0,0,Bachelor's degree,Northeast
D-,27-3042,Technical Writers,20,20,0,0%,$54990.00,$37510.00,$63740.00,0,3,3,0,0,0,Bachelor's degree,Southwest
B,27-3042,Technical Writers,20,20,2,11.76%,$54990.00,$37510.00,$63740.00,2,3,5,0,0,0,Bachelor's degree,Northwest
D-,27-3041,Editors,60,60,-1,-1.61%,$50780.00,$24330.00,$64010.00,0,16,16,0,2,2,Bachelor's degree,Southeast
C-,27-3041,Editors,160,160,-9,-5.49%,$50780.00,$24330.00,$64010.00,0,43,43,0,4,4,Bachelor's degree,Central
C,27-3041,Editors,50,50,-2,-4.17%,$50780.00,$24330.00,$64010.00,0,13,13,0,1,1,Bachelor's degree,Northeast
C,27-3041,Editors,80,70,-4,-5.19%,$50780.00,$24330.00,$64010.00,0,20,20,0,2,2,Bachelor's degree,Northwest
C,27-3041,Editors,60,60,-1,-1.67%,$50780.00,$24330.00,$64010.00,0,16,16,0,2,2,Bachelor's degree,Southwest
C,27-3041,Editors,40,40,1,2.33%,$50780.00,$24330.00,$64010.00,1,11,12,0,1,1,Bachelor's degree,South Central
C,27-3041,Editors,80,70,-4,-5.19%,$50780.00,$24330.00,$64010.00,0,20,20,0,2,2,Bachelor's degree,West Central
C,27-3041,Editors,620,610,-16,-2.57%,$50780.00,$24330.00,$64010.00,0,163,163,0,16,16,Bachelor's degree,St. Louis Metro
C-,27-3041,Editors,610,540,-72,-11.8%,$50780.00,$24330.00,$64010.00,0,160,160,0,16,16,Bachelor's degree,Kansas City Metro
C,27-3041,Editors,143,142,-1,-0.7%,$50780.00,$24330.00,$64010.00,0,37,37,0,4,4,Bachelor's degree,Ozark
A,27-3031,Public Relations Specialists,280,330,46,16.37%,$51770.00,$30880.00,$62220.00,46,67,113,5,7,12,Bachelor's degree,Southeast
A,27-3031,Public Relations Specialists,160,190,28,17.28%,$51770.00,$30880.00,$62220.00,28,38,66,3,4,7,Bachelor's degree,Northeast
A,27-3031,Public Relations Specialists,190,220,28,14.66%,$51770.00,$30880.00,$62220.00,28,45,73,3,5,8,Bachelor's degree,Northwest
A,27-3031,Public Relations Specialists,500,605,105,21%,$51770.00,$30880.00,$62220.00,105,118,223,11,12,23,Bachelor's degree,Ozark
A,27-3031,Public Relations Specialists,120,150,24,19.67%,$51770.00,$30880.00,$62220.00,24,29,53,2,3,5,Bachelor's degree,South Central
A,27-3031,Public Relations Specialists,1390,1640,253,18.27%,$51770.00,$30880.00,$62220.00,253,328,581,25,33,58,Bachelor's degree,Kansas City Metro
A-,27-3031,Public Relations Specialists,200,230,26,13%,$51770.00,$30880.00,$62220.00,26,47,73,3,5,8,Bachelor's degree,Southwest
A,27-3031,Public Relations Specialists,2680,3070,394,14.7%,$51770.00,$30880.00,$62220.00,394,635,1029,39,64,103,Bachelor's degree,St. Louis Metro
A,27-3031,Public Relations Specialists,610,700,88,14.45%,$51770.00,$30880.00,$62220.00,88,144,232,9,14,23,Bachelor's degree,Central
A,27-3031,Public Relations Specialists,180,200,26,14.69%,$51770.00,$30880.00,$62220.00,26,42,68,3,4,7,Bachelor's degree,West Central
F+,27-3022,Reporters and Correspondents,40,40,-3,-6.82%,$41930.00,$20100.00,$52840.00,0,12,12,0,1,1,Bachelor's degree,Southeast
F+,27-3022,Reporters and Correspondents,110,100,-7,-6.48%,$41930.00,$20100.00,$52840.00,0,30,30,0,3,3,Bachelor's degree,Central
F+,27-3022,Reporters and Correspondents,50,50,-2,-4.17%,$41930.00,$20100.00,$52840.00,0,13,13,0,1,1,Bachelor's degree,Southwest
D+,27-3022,Reporters and Correspondents,380,320,-64,-16.75%,$41930.00,$20100.00,$52840.00,0,105,105,0,11,11,Bachelor's degree,Kansas City Metro
F+,27-3022,Reporters and Correspondents,40,40,-2,-5.26%,$41930.00,$20100.00,$52840.00,0,10,10,0,1,1,Bachelor's degree,Northeast
F+,27-3022,Reporters and Correspondents,370,340,-23,-6.28%,$41930.00,$20100.00,$52840.00,0,101,101,0,10,10,Bachelor's degree,St. Louis Metro
F+,27-3022,Reporters and Correspondents,50,50,-6,-11.11%,$41930.00,$20100.00,$52840.00,0,15,15,0,2,2,Bachelor's degree,Northwest
F+,27-3022,Reporters and Correspondents,30,30,-2,-6.25%,$41930.00,$20100.00,$52840.00,0,9,9,0,1,1,Bachelor's degree,South Central
D+,27-3022,Reporters and Correspondents,60,50,-3,-5.45%,$41930.00,$20100.00,$52840.00,0,15,15,0,2,2,Bachelor's degree,West Central
F+,27-3022,Reporters and Correspondents,97,90,-7,-7.22%,$41930.00,$20100.00,$52840.00,0,27,27,0,3,3,Bachelor's degree,Ozark
B,27-3021,Broadcast News Analysts,10,10,1,16.67%,$72740.00,$29000.00,$94610.00,1,2,3,0,0,0,"Bachelor's or higher degree, plus work experience",Southwest
D,27-3021,Broadcast News Analysts,0,0,0,0%,$72740.00,$29000.00,$94610.00,0,1,1,0,0,0,"Bachelor's or higher degree, plus work experience",Northwest
B-,27-3021,Broadcast News Analysts,0,0,0,0%,$72740.00,$29000.00,$94610.00,0,1,1,0,0,0,"Bachelor's or higher degree, plus work experience",West Central
B-,27-3021,Broadcast News Analysts,50,50,2,4.26%,$72740.00,$29000.00,$94610.00,2,13,15,0,1,1,"Bachelor's or higher degree, plus work experience",St. Louis Metro
D,27-3021,Broadcast News Analysts,10,10,0,0%,$72740.00,$29000.00,$94610.00,0,3,3,0,0,0,"Bachelor's or higher degree, plus work experience",Ozark
B-,27-3021,Broadcast News Analysts,20,20,1,4.76%,$72740.00,$29000.00,$94610.00,1,6,7,0,1,1,"Bachelor's or higher degree, plus work experience",Kansas City Metro
D,27-3021,Broadcast News Analysts,10,10,-1,-16.67%,$72740.00,$29000.00,$94610.00,0,2,2,0,0,0,"Bachelor's or higher degree, plus work experience",Northeast
B-,27-3021,Broadcast News Analysts,10,10,1,7.69%,$72740.00,$29000.00,$94610.00,1,4,5,0,0,0,"Bachelor's or higher degree, plus work experience",Central
D,27-3021,Broadcast News Analysts,0,0,-1,-33.33%,$72740.00,$29000.00,$94610.00,0,1,1,0,0,0,"Bachelor's or higher degree, plus work experience",South Central
D,27-3021,Broadcast News Analysts,10,10,0,0%,$72740.00,$29000.00,$94610.00,0,2,2,0,0,0,"Bachelor's or higher degree, plus work experience",Southeast
F+,27-3012,Public Address System and Other Announcers,10,10,0,0%,$40920.00,$19180.00,$51800.00,0,3,3,0,0,0,Long-term on-the-job training,Northeast
C,27-3012,Public Address System and Other Announcers,118,128,10,8.47%,$40920.00,$19180.00,$51800.00,10,33,43,1,3,4,Long-term on-the-job training,Ozark
F+,27-3012,Public Address System and Other Announcers,10,10,0,0%,$40920.00,$19180.00,$51800.00,0,1,1,0,0,0,Long-term on-the-job training,South Central
F+,27-3012,Public Address System and Other Announcers,10,10,0,0%,$40920.00,$19180.00,$51800.00,0,2,2,0,0,0,Long-term on-the-job training,Northwest
F+,27-3012,Public Address System and Other Announcers,20,20,-1,-4.76%,$40920.00,$19180.00,$51800.00,0,6,6,0,1,1,Long-term on-the-job training,Central
